name,extID,minswitches,minduration
CHEMNITZ ANNENSTRASSE (Germany),008022279,2,3.3833333333333333
CHEMNITZ ERDMANNSDORFER STRASSE (Germany),008042999,2,3.25
CLAUSNITZ (Germany),008046276,2,4.516666666666667
TUTTLINGEN (Germany),008029429,1,7.3
LINGEN(EMS) (Germany),008021075,1,4.3
DENZLINGEN (Germany),008014335,1,6.65
OBERESSLINGEN (Germany),008029056,2,6.033333333333333
ESSLINGEN-ZELL (Germany),008029057,2,6.083333333333333
SOLINGEN MITTE (Germany),008061108,1,5.083333333333333
CLOPPENBURG (Germany),008021251,1,4.35
HAMBURG-POPPENBUETTEL (Germany),008001113,2,2.35
PAPENBURG(EMS) (Germany),008021086,1,5.133333333333334
NEU-ISENBURG-ZEPPELINHEIM (Germany),008011091,1,4.416666666666667
ROTENBURG-LISPENHAUSEN (Germany),008005607,1,3.3833333333333333
OLDENBURG(OLDB) (Germany),008021207,1,3.75
COBURG (Germany),008022804,1,3.466666666666667
COBURG NORD (Germany),008085073,1,2.466666666666667
COBURG-NEUSES (Germany),008022814,1,2.4833333333333334
COBURG-CREIDLITZ (Germany),008022806,2,2.783333333333333
EBERSDORF(B COBURG) (Germany),008022812,1,3.3
NEUSTADT(B COBURG) (Germany),008022824,1,2.7333333333333334
COBLENCE (Germany),008019023,1,5.983333333333333
COCHEM(MOSEL) (Germany),008025107,2,6.966666666666667
COESFELD-LETTE (Germany),008021117,1,5.233333333333333
COESFELD(WESTF) (Germany),008021119,1,4.883333333333334
COELN (Germany),008002775,0,4.633333333333334
COELBE (Germany),008005319,1,4.483333333333333
EISFELD (Germany),008016225,1,3.7666666666666666
COSWIG(ANH) (Germany),008023747,1,Inf
COSWIG(B DRESDEN) (Germany),008006226,1,2.75
COSCHEN (Germany),008004032,0,1.6666666666666667
COTTBUS HBF (Germany),008004019,0,1.2666666666666666
COTTBUS-SANDOW (Germany),008002120,0,1.4166666666666667
COTTBUS-MERZDORF (Germany),008004059,0,1.45
COTTBUS-WILLMERSDORF NORD (Germany),008004898,0,1.5333333333333334
NEUHAUSEN(COTTBUS) (Germany),008004062,1,1.4833333333333334
LEUTHEN(COTTBUS) (Germany),008004262,1,1.7166666666666666
GROSSENHAIN COTTB BF (Germany),008006251,1,2.5833333333333335
CRAILSHEIM (Germany),008029685,1,4.316666666666666
REILSHEIM (Germany),008014170,1,5.716666666666667
FRANKFURT-ZEILSHEIM (Germany),008069802,2,4.65
RUESSELSHEIM (Germany),008011206,1,4.65
ALSHEIM (Germany),008019063,1,5.666666666666667
SIGLINGEN (Germany),008029642,1,6.733333333333333
MOEGGLINGEN(GMUEND) (Germany),008029546,1,5.016666666666667
EGLING (Germany),008002152,1,5.066666666666666
CREUSSEN(OBERFR) (Germany),008022296,1,3.566666666666667
WUERZBURG HBF (Germany),008022534,1,3.683333333333333
GUENZBURG (Germany),008002084,1,5.066666666666666
CRIMMITSCHAU (Germany),008006696,1,2.683333333333333
VETSCHAU (Germany),008004014,0,1.0833333333333333
RITSCHENHAUSEN (Germany),008016139,2,3.8833333333333333
SEITSCHEN (Germany),008006101,2,3.4166666666666665
CRIVITZ (Germany),008058181,1,2.3666666666666667
CUXHAVEN (Germany),008001205,2,4.683333333333334
WILHELMSHAVEN HBF (Germany),008021223,1,4.7
DAADEN (Germany),008045604,2,6.383333333333334
WIESBADEN HBF (Germany),008011018,1,4.75
OPLADEN (Germany),008008186,1,4.733333333333333
DACHAU BAHNHOF (Germany),008020454,1,4.35
DACHAU STADT (Germany),008020455,2,4.85
SCHWABHAUSEN(B DACHAU) (Germany),008020458,2,4.983333333333333
DACHWIG (Germany),008016683,1,2.5166666666666666
DACHRIEDEN (Germany),008016587,1,2.966666666666667
DRESDEN-TRACHAU (Germany),008006221,2,3.15
DAHLERBRUECK (Germany),008008373,1,5.016666666666667
DAHLEM(EIFEL) (Germany),008015633,1,6.116666666666666
DAHL (Germany),008008370,1,4.866666666666666
DAHLBRUCH (Germany),008008336,2,5.8
HOPPEGARTEN(MARK) (Germany),008085770,1,Inf
FRIESACK(MARK) (Germany),008027305,0,Inf
JACOBSDORF(MARK) (Germany),008003166,0,1.2333333333333334
FALKENBERG(MARK) (Germany),008028243,1,1.0333333333333334
"DAMMERSTOCK, KARLSRUHE (Germany)",008017968,2,5.45
HAMBURG DAMMTOR (Germany),008001089,0,1.8666666666666667
LOERRACH DAMMSTRASSE (Germany),008080354,2,7.45
DANNENBERG OST (Germany),008001146,1,3.716666666666667
DANNENWALDE(GRANSEE) (Germany),008028029,0,Inf
RONNENBERG (Germany),008013512,1,2.3
RONNENBERG-WEETZEN (Germany),008013513,1,2.35
RONNENBERG-EMPELDE (Germany),008013511,1,2.2666666666666666
DARMSTADT HBF (Germany),008011336,1,5.016666666666667
DARCHING (Germany),008053404,2,5.433333333333334
DARMSTADT OST (Germany),008011338,1,5.133333333333334
DARMSTADT NORD (Germany),008011340,1,5.083333333333333
DARMSTADT SUED (Germany),008011295,1,4.383333333333334
DARMSTADT-ARHEILGEN (Germany),008011281,1,4.983333333333333
DARMSTADT-WIXHAUSEN (Germany),008011282,1,4.95
DARMSTADT-EBERSTADT (Germany),008011296,1,4.45
DARMSTADT-KRANICHSTEIN (Germany),008011341,2,5.033333333333333
DARMSTADT TU-LICHTWIESE (Germany),008072912,1,5.183333333333334
KASSEL (Germany),008002748,0,2.85
KASSEL-WILHELMSHOEHE (Germany),008005365,0,2.85
DORTMUND-ASSELN MITTE (Germany),008010063,2,4.35
DASING (Germany),008002137,1,4.683333333333334
HAMBURG HASSELBROOK (Germany),008001127,1,1.9833333333333334
ASSELHEIM (Germany),008000778,2,5.9
HASSELBORN (Germany),008011558,3,5.783333333333333
DATTENFELD(SIEG) (Germany),008015594,1,5.95
SATTELDORF (Germany),008029718,2,5.35
HAMBURG-NETTELNBURG (Germany),008001062,2,2.2
RATTELSDORF-EBING (Germany),008022060,1,3.0166666666666666
DAUENHOF (Germany),008001291,1,2.85
DAUSENAU (Germany),008019603,2,6.616666666666666
DAUFENBACH (Germany),008025154,1,7.533333333333333
WILDAU (Germany),008003374,0,Inf
DEGGENDORF HBF (Germany),008026450,2,5.616666666666666
GENDORF (Germany),008083303,2,5.783333333333333
LANGENDORF (Germany),008016004,2,2.1333333333333333
DEIDESHEIM (Germany),008019356,2,5.583333333333333
HEIDESHEIM(RHEINHESS) (Germany),008019047,2,5.583333333333333
HILDESHEIM HBF (Germany),008013414,0,2.0166666666666666
HILDESHEIM OST (Germany),008013380,1,2.25
EDESHEIM(PFALZ) (Germany),008019422,1,5.733333333333333
RUEDESHEIM(RHEIN) (Germany),008011005,1,5.4
HEDDESHEIM/HIRSCHBERG (Germany),008011331,1,5.4
SCHOENECK-BUEDESHEIM (Germany),008011189,1,5.2
KOELN-DELLBRUECK (Germany),008015556,1,5.133333333333334
DELMENHORST (Germany),008013828,1,3.433333333333333
DELITZSCH UNT BF (Germany),008023172,1,1.1666666666666667
DELITZSCH OB BF (Germany),008023152,1,1.7833333333333334
FEILITZSCH (Germany),008026022,1,3.716666666666667
NEUKIERITZSCH (Germany),008023558,2,1.7833333333333334
WITZSCHDORF (Germany),008006419,2,3.3833333333333333
NEUWIEDERITZSCH MESSE LEIPZIG (Germany),008023176,1,1.3666666666666667
NIEDERBOBRITZSCH (Germany),008006347,2,3.6166666666666667
ELMENHORST (Germany),008028147,0,2.9
DORTMUND-SCHARNHORST (Germany),008010030,1,4.083333333333333
HANNOVER-VINNHORST (Germany),008013689,1,2.216666666666667
WILHELMSHORST (Germany),008003499,0,Inf
DUELMEN (Germany),008021005,1,4.483333333333333
DEMMIN (Germany),008028134,0,2.3666666666666667
DEMKER (Germany),008024084,1,1.2833333333333334
GEMMINGEN (Germany),008029648,2,6.166666666666667
MEMMINGEN (Germany),008002253,2,5.6
GEMMINGEN WEST (Germany),008062308,2,6.733333333333333
DESSAU HBF (Germany),008023723,0,1.2166666666666666
DESSAU-ALTEN (Germany),008023703,1,1.4666666666666666
DESSAU-MOSIGKAU (Germany),008023702,1,1.5166666666666666
DESSAU SUED (Germany),008023725,1,1.4166666666666667
HALLE DESSAUER BRUECKE (Germany),008023109,1,1.6333333333333333
ROLANDSECK (Germany),008019004,1,6.15
DETMOLD (Germany),008013460,1,3.933333333333333
DETTUM (Germany),008013280,1,2.75
KASSEL-KIRCHDITMOLD (Germany),008085293,2,3.45
DETTINGEN LEHEN (Germany),008061712,2,6.616666666666666
DETTINGEN(MAIN) (Germany),008011176,1,4.65
DETTINGEN-MITTE (Germany),008029305,2,6.633333333333334
DETTELBACH BAHNHOF (Germany),008022529,1,3.85
NEUENDETTELSAU (Germany),008022724,2,4.083333333333333
MELBACH (Germany),008011387,2,5.15
HAMBURG DIEBSTEICH (Germany),008001282,1,2.1
DIEBACH (Germany),008022556,2,4.616666666666666
HIMMELSTADT (Germany),008022545,1,4.483333333333333
HAGELSTADT (Germany),008026333,2,5.216666666666667
MICHELSTADT (Germany),008011413,1,5.433333333333334
INSELSTADT MALCHOW (Germany),008098106,1,2.2333333333333334
INGOLSTADT HBF (Germany),008020422,0,3.6666666666666665
DIEPHOLZ (Germany),008021041,1,4.266666666666667
DIEDORF(SCHWAB) (Germany),008002114,1,4.983333333333333
DIERINGHAUSEN (Germany),008008394,1,5.95
HERDORF (Germany),008088429,2,6.266666666666667
WERDORF (Germany),008011566,1,5.15
DIETERSHEIM (Germany),008022510,2,3.466666666666667
DIENHEIM (Germany),008085622,1,5.55
MUEHLHEIM(MAIN)-DIETESHEIM (Germany),008023455,1,4.533333333333333
DOTTENHEIM (Germany),008022511,2,3.5166666666666666
HUTTENHEIM (Germany),008014089,1,5.733333333333333
METTENHEIM (Germany),008019064,1,5.716666666666667
HATTENHEIM (Germany),008011054,1,5.216666666666667
KOTTENHEIM (Germany),008025076,2,6.6
DIETZENBACH MITTE (Germany),008080503,2,5.083333333333333
DIETZENBACH BAHNHOF (Germany),008011162,2,5.116666666666666
MATZENBACH (Germany),008019682,2,6.683333333333334
ZOTZENBACH (Germany),008011316,2,5.533333333333333
HILCHENBACH-LUETZEL (Germany),008008332,2,6.266666666666667
WITZENHAUSEN-GERTENBACH (Germany),008005492,1,3.3833333333333333
DIEZ (Germany),008019612,2,5.916666666666667
DIEZ OST (Germany),008011491,2,5.783333333333333
DILLENBURG (Germany),008011578,1,5.35
DORF MECKLENBURG (Germany),008027377,0,2.4166666666666665
EILENBURG (Germany),008023401,1,1.7833333333333334
KATLENBURG (Germany),008013091,1,3.35
EILENBURG OST (Germany),008023300,1,1.8333333333333333
DILLINGEN(DONAU) (Germany),008002078,1,4.733333333333333
DILLINGEN(SAAR) (Germany),008025345,1,6.95
EHINGEN(DONAU) (Germany),008029238,1,6.066666666666666
DONAUESCHINGEN (Germany),008014529,1,7.616666666666666
DONAUESCHINGEN AUFEN (Germany),008080296,2,7.966666666666667
DONAUESCHINGEN GRUENINGEN (Germany),008080294,2,7.916666666666667
ILLINGEN(SAAR) (Germany),008025439,2,6.7
WILTINGEN(SAAR) (Germany),008025358,2,8.033333333333333
WILLINGEN (Germany),008005261,2,5.116666666666666
ILLINGEN(WUERTT) (Germany),008029007,1,6.033333333333333
NIEDERWILLINGEN (Germany),008016284,1,2.566666666666667
MILLINGEN(B REES) (Germany),008010281,1,5.683333333333334
WILLINGEN-USSELN (Germany),008005263,2,5.116666666666666
DINGDEN (Germany),008010279,2,5.766666666666667
DINGOLFING (Germany),008026442,1,5.333333333333333
RIEGEL-MALTERDINGEN (Germany),008014328,1,6.5
DINKELSCHERBEN (Germany),008002106,1,5.183333333333334
WINKELHAID (Germany),008022338,1,3.2
DIPPOLDISWALDE (Germany),008006945,2,4.233333333333333
SCHIRGISWALDE-KIRSCHAU (Germany),008006128,1,3.316666666666667
EBERSWALDE HBF (Germany),008028227,0,Inf
LAMPERTSWALDE (Germany),008004279,1,2.45
FERMERSWALDE (Germany),008023260,1,1.9666666666666666
CUNNERTSWALDE (Germany),008006908,2,3.1333333333333333
BERLIN GREIFSWALDER STR (Germany),008003345,0,Inf
GOLZOW(EBERSWALDE) (Germany),008028250,1,Inf
STEINBACH AM WALD (Germany),008022025,1,3.6666666666666665
WALDENBURG(WUERTT) (Germany),008029663,2,5.066666666666666
HAMBURG-RISSEN (Germany),008001109,2,2.55
WALDKRAIBURG-KRAIBURG (Germany),008001599,2,5.433333333333334
WEISSENBURG(BAY) (Germany),008022404,1,3.5166666666666666
RAVENSBURG-WEISSENAU (Germany),008029154,2,6.783333333333333
DITZINGEN (Germany),008029442,2,6.133333333333334
KITZINGEN (Germany),008022525,1,3.716666666666667
GROETZINGEN (Germany),008014105,1,5.816666666666666
SCHWETZINGEN (Germany),008014061,1,5.233333333333333
GROETZINGEN KRAPPMUEHLENWEG (Germany),008040612,2,5.866666666666666
GROETZINGEN OBERAUSSTRASSE (Germany),008008252,2,5.85
BROETZINGEN MITTE (Germany),008029464,2,6.183333333333334
DOEBELN HBF (Germany),008006264,1,2.533333333333333
GOEBELNROD (Germany),008011637,2,5.333333333333333
FRIEDBERG(HESS) (Germany),008011381,1,4.783333333333333
DOBERLUG-KIRCHHAIN (Germany),008004326,0,1.4166666666666667
KIRCHHAIN-ANZEFAHR (Germany),008005384,1,4.366666666666666
KIRCHHAIN(BZ KASSEL) (Germany),008005383,1,4.15
KIRCHHAMMELWARDEN (Germany),008013839,2,4.233333333333333
HEIDELBERG-KIRCHHEIM/ROHRBACH (Germany),008014031,1,5.666666666666667
DORTMUND-KIRCHHOERDE (Germany),008010099,1,4.183333333333334
GOLDBERG(WUERTT) (Germany),008029569,2,6.083333333333333
DOHNA(SACHS) (Germany),008006029,1,2.4833333333333334
WERDOHL (Germany),008008284,1,4.65
DROHNDORF-MEHRINGEN (Germany),008024171,1,2.316666666666667
DREI ANNEN HOHNE (Germany),008059807,2,3.9166666666666665
DEMITZ-THUMITZ (Germany),008006102,2,2.466666666666667
URMITZ (Germany),008019012,1,6.45
WELLMITZ (Germany),008004031,0,1.5833333333333333
MARTINLAMITZ (Germany),008026048,2,4.833333333333333
DONAUESCHINGEN ALLMENDSHOFEN (Germany),008080293,2,8.083333333333334
DONAUESCHINGEN MITTE/SIEDLUNG (Germany),008080295,2,8.083333333333334
WUTOESCHINGEN (Germany),008080100,2,8.083333333333334
HECHINGEN-SCHLATT (Germany),008047012,2,7.216666666666667
DONAUWOERTH (Germany),008002042,0,4.15
SAAL(DONAU) (Germany),008026317,1,4.6
DORFEN BAHNHOF (Germany),008020051,1,4.866666666666666
DORFPROZELTEN (Germany),008022652,2,5.7
DUESSELDORF FLUGHAFEN (DUS) (Germany),008063815,0,4.45
DUESSELDORF FLUGHAFEN (Germany),008039904,0,4.45
DORSTEN-WULFEN (Germany),008021136,2,5.233333333333333
DORMAGEN (Germany),008015308,1,5.333333333333333
DORMAGEN CHEMPARK (Germany),008015310,1,5.383333333333334
DORMAGEN-NIEVENHEIM (Germany),008015307,1,5.283333333333333
DORTMUND-WISCHLINGEN (Germany),008010436,1,4.016666666666667
DORTMUND-LUETGENDORTMUND (Germany),008010112,2,4.183333333333334
DORTMUND-LUETGENDORTMUND NORD (Germany),008010062,1,4.316666666666666
DORTMUND HBF (Germany),008010054,0,3.65
DORNBURG-FRICKHOFEN (Germany),008011539,2,6.483333333333333
DORNBURG-WILSENROTH (Germany),008011214,2,6.55
DORNBURG(SAALE) (Germany),008016316,1,2.3
CAMBURG(SAALE) (Germany),008016315,1,2.216666666666667
DORNSTETTEN (Germany),008029490,1,7.233333333333333
WULLENSTETTEN (Germany),008098881,1,6.133333333333334
DORSTEN (Germany),008010253,1,5.116666666666666
DORSTEN-RHADE (Germany),008010256,1,5.25
DORSTEN-DEUTEN (Germany),008010255,1,5.183333333333334
DORSTEN-LEMBECK (Germany),008021137,2,5.3
HERVEST-DORSTEN (Germany),008021132,1,5.1
PORSTENDORF (Germany),008016317,1,2.3666666666666667
GRUENHAINICHEN-BORSTENDORF (Germany),008006390,2,4.116666666666666
DORTMUND-DORSTFELD (Germany),008010338,1,3.95
DORTMUND-DORSTFELD SUED (Germany),008010406,1,4.1
DORTMUND-KLEY (Germany),008010407,1,4.133333333333334
DORTMUND-MENGEDE (Germany),008010034,1,4.133333333333334
DORTMUND-OESPEL (Germany),008010408,1,4.083333333333333
DORTMUND-HUCKARDE (Germany),008010437,1,4.05
DORTMUND WEST (Germany),008010558,2,4.3
DORTMUND-NETTE/OESTRICH (Germany),008010439,1,4.133333333333334
DORTMUND-WESTERFILDE (Germany),008010438,1,4.1
EBENSFELD (Germany),008022058,1,2.95
DREBKAU (Germany),008004263,1,1.7833333333333334
DRESDEN HBF (Germany),008006050,0,1.8
DRESDEN MITTE (Germany),008006218,1,2.8
DREYE (Germany),008021052,2,4.033333333333333
DRESDEN-REICK (Germany),008006048,1,2.183333333333333
DREIEICH-GOETZENHAIN (Germany),008011289,1,4.616666666666666
DREIEICH-OFFENTHAL (Germany),008011290,1,4.7
DREIEICH-SPRENDLINGEN (Germany),008011287,1,4.5
DREIEICH-WEIBELFELD (Germany),008031289,1,4.533333333333333
DREIKIRCHEN (Germany),008019658,2,5.983333333333333
DRENSTEINFURT (Germany),008021055,1,3.6666666666666665
STEINFURT-BORGHORST (Germany),008021150,2,4.65
STEINFURT-GROTTENKAMP (Germany),008064371,2,4.683333333333334
DREILEBEN-DRACKENSTEDT (Germany),008024031,1,2.6666666666666665
"BAERENSTEIN(B GLASHUETTE, SACHS) (Germany)",008006039,1,2.9833333333333334
EGGENSTEIN BF (Germany),008040601,2,6.3
STEINSFURT (Germany),008014187,1,6.366666666666666
DRESDEN-DOBRITZ (Germany),008006051,1,2.216666666666667
DRESDEN-STREHLEN (Germany),008006049,1,2.15
DRESDEN-PIESCHEN (Germany),008006220,2,3.1333333333333333
DRESDEN-PLAUEN (Germany),008006333,1,2.2666666666666666
DRESDEN FREIBERGER STRASSE (Germany),008073449,1,1.8833333333333333
KRONSHAGEN (Germany),008014058,2,3.65
PETERSHAGEN NORD (Germany),008003281,1,Inf
ROEVERSHAGEN (Germany),008027068,1,3.35
ROSTOCK-EVERSHAGEN (Germany),008027099,1,2.9166666666666665
PHILIPPSHAGEN (Germany),008028956,3,5.183333333333334
BERLIN-WILHELMSHAGEN (Germany),008003157,0,Inf
ALTENWILLERSHAGEN (Germany),008028522,1,3.6333333333333333
DUISBURG HBF (Germany),008010316,0,4.283333333333333
DUISBURG-RAHM (Germany),008010415,1,4.7
DUISBURG-WEDAU (Germany),008010301,1,4.766666666666667
DUISBURG-SCHLENK (Germany),008010356,1,4.733333333333333
DUISBURG-RUHRORT (Germany),008010293,2,5.183333333333334
DUISBURG-GROSSENBAUM (Germany),008010319,1,4.733333333333333
DUISBURG ENTENFANG (Germany),008010243,1,4.833333333333333
DUISBURG-HOCHFELD SUED (Germany),008010328,1,4.6
ILMENAU (Germany),008016264,1,2.9833333333333334
DRESDEN GRENZSTRASSE (Germany),008006215,1,2.2333333333333334
DUESSELDORF HBF (Germany),008008094,0,4.583333333333333
DUESSELDORF-ZOO (Germany),008015651,1,4.766666666666667
DUESSELDORF-BILK (Germany),008008327,1,4.833333333333333
DUESSELDORF-HAMM (Germany),008008325,1,4.9
DUESSELDORF-RATH (Germany),008008127,1,4.75
DUESSELDORF-BENRATH (Germany),008008117,1,5.016666666666667
DUESSELDORF-ELLER (Germany),008008122,1,5.016666666666667
DUESSELDORF-GARATH (Germany),008008116,1,5.066666666666666
BELLEBEN (Germany),008024174,1,2.033333333333333
WEGELEBEN (Germany),008024156,1,3.0166666666666666
NIEDERNDODELEBEN (Germany),008024028,1,2.5
SCHOENEBECK-FELGELEBEN (Germany),008024131,1,2.4
EBELSBACH-ELTMANN (Germany),008022412,1,3.216666666666667
EBERBACH (Germany),008014121,1,5.8
EBERBACH-LINDACH (Germany),008014122,1,5.916666666666667
EBERSBERG(OBERBAY) (Germany),008020215,2,5.083333333333333
EBERSBACH(FILS) (Germany),008029062,1,6.2
EBERSBACH(SACHS) (Germany),008006124,1,2.8333333333333335
OBERERBACH (Germany),008019530,2,6.066666666666666
HEIDELBERG-SCHLIERBACH/ZIEGELHAUSEN (Germany),008014113,1,5.383333333333334
BERLIN FEUERBACHSTR. (Germany),008033461,0,Inf
JOHANNGEORGENSTADT (Germany),008006671,2,4.783333333333333
EBERMERGEN (Germany),008002023,1,4.566666666666666
EISLEBEN LUTHERSTADT (Germany),008023053,1,1.85
EBERN (Germany),008022079,1,3.2666666666666666
EBERSBRUNN (Germany),008059014,2,3.8
EBERTSHEIM (Germany),008019363,2,6.016666666666667
NEUGERSDORF (Germany),008006123,1,2.9166666666666665
OBERHARMERSBACH DORF (Germany),008041206,1,7.433333333333334
KUEHBACH-RADERSDORF (Germany),008002134,1,4.45
FRIEDRICHSWALDE(BEI EBERSWALDE) (Germany),008028254,1,1.2833333333333334
ECKARTSHAUSEN-ILSHOFEN (Germany),008029683,1,4.55
FREIBERG(NECKAR) (Germany),008029591,2,6.016666666666667
ECKARDTSLEBEN (Germany),008016575,2,2.716666666666667
OBERNDORF(NECKAR) (Germany),008029406,1,6.75
MUENCHEN DONNERSBERGERBRUECKE (Germany),008020346,2,4.066666666666666
STUTTGART NECKARPARK (Germany),008029377,2,5.833333333333333
WEGBERG-ARSBECK (Germany),008015221,2,5.916666666666667
BERLIN-TIERGARTEN (Germany),008024870,0,Inf
ECKERNFOERDE (Germany),008001392,2,4.033333333333333
ECKERSMUEHLEN (Germany),008022383,2,4.05
LEIPZIG-MOECKERN (Germany),008023676,2,1.4333333333333333
HERDECKE (Germany),008008039,1,4.383333333333334
UECKERITZ (Germany),008044411,1,3.5166666666666666
RUECKERSDORF (Germany),008004351,0,1.6666666666666667
EGELSBACH (Germany),008011284,1,4.866666666666666
OEGELN (Germany),008003309,1,1.7
EGERSDORF (Germany),008022768,2,3.6666666666666665
EGGENFELDEN (Germany),008026387,1,5.983333333333333
EGGENFELDEN MITTE (Germany),008080628,1,6.05
RHEINFELDEN-BEUGGEN (Germany),008014463,1,7.483333333333333
EGGESIN (Germany),008028445,1,2.2333333333333334
EGGERSDORF (Germany),008024238,1,2.466666666666667
"EGGENSTEIN SUED, EGGENSTEIN-LEOPOLDSHAFEN (Germany",008011549,2,6.283333333333333
FLEHINGEN (Germany),008014099,2,6.566666666666666
OBERDERDINGEN-FLEHINGEN INDUSTRIE (Germany),008017513,2,6.533333333333333
PLOCHINGEN (Germany),008029060,1,5.983333333333333
VAIHINGEN(ENZ) (Germany),008029779,1,5.866666666666666
SPAICHINGEN (Germany),008029416,1,7.166666666666667
ENGEN-WELSCHINGEN-NE (Germany),008014555,2,7.65
UHINGEN (Germany),008029063,1,6.266666666666667
REMCHINGEN (Germany),008029506,1,5.9
MAICHINGEN (Germany),008029454,2,6.466666666666667
FRIEDERSDORF(KOENIGS WUSTERHAUSEN) (Germany),008003317,1,1.1
NIEDERGOERSDORF (Germany),008023131,0,Inf
OLBERSDORF NIEDERDORF (Germany),008006965,2,3.716666666666667
MALLERSDORF-PFAFFENBERG-NIEDERLINDHART (Germany),008026342,2,5.733333333333333
HEDERSDORF (Germany),008022316,1,3.566666666666667
UNFRIEDSDORF (Germany),008026052,2,4.716666666666667
FREDERSDORF(B BERLIN) (Germany),008085763,1,Inf
GROSS-UMSTADT WIEBELSBACH (Germany),008011372,1,5.033333333333333
OHLSTADT (Germany),008020299,2,5.316666666666666
BUCHBRUNN-MAINSTOCKHEIM (Germany),008022528,1,3.783333333333333
ESSEN-EIBERG (Germany),008010394,1,4.216666666666667
ROSTOCK HBF (Germany),008027089,0,2.566666666666667
STOCKDORF (Germany),008020328,2,4.65
EICHSTAETT STADT (Germany),008020386,2,4.466666666666667
EICHSTEDT(ALTM) (Germany),008024090,1,1.4
EICHSTAETT BAHNHOF (Germany),008020381,1,4.316666666666666
WASSERZELL(B EICHSTAETT) (Germany),008020382,2,4.366666666666666
EICHWALDE (Germany),008003372,0,Inf
EICHENBERG (Germany),008013046,1,3.15
EICHENZELL (Germany),008005850,1,3.466666666666667
EICHHAGEN (Germany),008008344,2,6.2
EINBECK MITTE (Germany),008013071,1,3.216666666666667
EINBECK SALZDERHELDEN (Germany),008013058,1,3.183333333333333
WUPPERTAL-STEINBECK (Germany),008008146,1,4.333333333333333
REINBEK (Germany),008001061,2,2.4833333333333334
ERDWEG-KLEINBERGHOFE (Germany),008020463,2,5.3
NUERNBERG-STEINBUEHL (Germany),008032702,1,2.9833333333333334
ROETHENBACH-STEINBERG (Germany),008022590,1,3.25
EISENACH (Germany),008016077,0,2.25
EISENACH WEST (Germany),008016078,1,2.6666666666666665
EISENACH-HOERSCHEL (Germany),008016079,1,2.7666666666666666
EISENACH OPELWERKE HP (Germany),008016098,1,2.7
FOERTHA(EISENACH) (Germany),008016124,1,2.683333333333333
EISENAERZT (Germany),008020120,2,5.833333333333333
EISENBERG(PFALZ) (Germany),008019364,2,6.083333333333333
EISENHUETTENSTADT (Germany),008003181,0,1.2666666666666666
PEISSENBERG (Germany),008020307,1,5.216666666666667
HOHENPEISSENBERG (Germany),008002200,1,5.45
PEISSENBERG NORD (Germany),008020306,1,5.166666666666667
BAYERISCH EISENSTEIN (Germany),008026482,2,6.633333333333334
EISFELDER TALMUEHLE (Germany),008059812,2,3.7333333333333334
EISERFELD(SIEG) (Germany),008008249,2,6.066666666666666
OEBISFELDE (Germany),008024052,1,1.65
ERFURT-GISPERSLEBEN (Germany),008016433,1,2.05
EISLINGEN(FILS) (Germany),008029075,1,6.433333333333334
GINGEN(FILS) (Germany),008029083,1,6.433333333333334
GEISLINGEN(STEIGE) (Germany),008029086,1,6.2
GEISLINGEN(STEIGE)WEST (Germany),008029085,1,6.35
DEISSLINGEN MITTE (Germany),008029433,2,7.233333333333333
VILLINGEN-SCHWENNINGEN EISSTADION (Germany),008072025,2,7.483333333333333
ESSLINGEN(NECKAR) (Germany),008029055,1,5.866666666666666
ELLINGEN(BAY) (Germany),008022403,1,3.45
HAMBURG-STELLINGEN (Germany),008001297,1,2.183333333333333
SOELLINGEN REETZSTR. (Germany),008084192,2,5.983333333333333
MELLINGEN(THUER) (Germany),008016420,1,2.25
SOELLINGEN KAPELLENSTRASSE (Germany),008019147,2,6.083333333333333
ELLRICH (Germany),008016461,2,3.316666666666667
ELLRICH-WOFFLEBEN (Germany),008016459,2,3.2333333333333334
MELLRICHSTADT BF (Germany),008022433,1,3.183333333333333
HOELLRIEGELSKREUTH (Germany),008020506,2,4.316666666666666
ELLWANGEN (Germany),008029693,1,4.6
ELLHOFEN (Germany),008029655,1,5.733333333333333
ELLERAU (Germany),008040411,2,2.716666666666667
ELLZEE (Germany),008002095,1,5.9
ELLWANGEN-SCHREZHEIM (Germany),008029694,2,5.016666666666667
LENGENWANG (Germany),008002387,1,6.166666666666667
MOCHENWANGEN (Germany),008029151,2,6.633333333333334
ELMSHORN (Germany),008001288,1,2.5166666666666666
ELMSHORN-LANGENMOOR (Germany),008043802,2,2.6666666666666665
HELMSHEIM (Germany),008014092,2,6.1
ELSFLETH (Germany),008013837,2,4.1
ELSTAL (Germany),008003523,0,Inf
ELSHOLZ (Germany),008003464,1,1.0833333333333333
ELSTERWERDA- (Germany),008063848,0,1.6
ELSTERWERDA (Germany),008004348,0,1.6
ELSTERWERDA-BIEHLA (Germany),008004308,1,1.7666666666666666
BERLIN BEUSSELSTRASSE (Germany),008035411,0,Inf
ELTERSDORF (Germany),008022183,1,3.2666666666666666
NIEDERSELTERS (Germany),008011485,1,5.183333333333334
KUELTE-WETTERBURG (Germany),008005295,1,4.1
ELTVILLE (Germany),008011011,1,5.116666666666666
ELTVILLE-ERBACH(RH) (Germany),008011026,1,5.15
HARTMANNSHOF (Germany),008022325,1,3.683333333333333
