name,extID,minswitches,minduration
NORDHASTEDT (Germany),008046176,1,3.9833333333333334
FOERDERSTEDT (Germany),008024240,1,2.6
NORDHAUSEN (Germany),008016453,1,2.716666666666667
NORDHAUSEN-SALZA (Germany),008016456,2,3.1
NORDHAUSEN NORD (Germany),008059820,4,3.8666666666666667
NORDHAUSEN-ALTENTOR (Germany),008059819,3,3.1333333333333333
NORDHAUSEN-KRIMDERODE (Germany),008059818,3,3.216666666666667
NORDHOLZ (Germany),008001596,2,4.483333333333333
NOERDLINGEN (Germany),008002015,1,4.933333333333334
RIEDLINGEN (Germany),008029246,1,6.433333333333334
FRANKFURT-SINDLINGEN (Germany),008011106,2,4.5
SPRENDLINGEN(RHEINHESS) (Germany),008019223,2,6.05
NORTHEIM(HAN) (Germany),008013056,1,3.033333333333333
NORTORF (Germany),008001405,1,3.1333333333333333
NOSSENTIN (Germany),008047347,1,2.1333333333333333
NEUHOF(B ZOSSEN) (Germany),008004362,0,1.1833333333333333
ZOSSEN (Germany),008003396,0,Inf
NUERNBERG-LAUFAMHOLZ (Germany),008022333,1,3.1333333333333333
NUERNBERG OSTRING (Germany),008022588,1,3.033333333333333
NUERNBERG OST (Germany),008022209,1,2.966666666666667
RATINGEN OST (Germany),008008130,1,4.666666666666667
OBERSULM-WILLSBACH (Germany),008029657,1,5.733333333333333
OBERWEISSBACH-DEESBACH (Germany),008016306,4,3.9833333333333334
OBERHAID (Germany),008022409,1,3.0833333333333335
OBERHAUSEN-HOLTEN (Germany),008010268,1,4.716666666666667
OBERTSHAUSEN(KR OF) (Germany),008011163,2,4.933333333333334
OBEROTTMARSHAUSEN (Germany),008002182,1,4.916666666666667
OBERHOLZ (Germany),008047986,1,2.2666666666666666
OSTERHOFEN(OBERBAY) (Germany),008053415,2,6.15
OBERKIRCH (Germany),008014298,1,6.533333333333333
OBERKIRCH-KOEHLERSIEDLUNG (Germany),008014306,1,6.583333333333333
OBERKIRCH-ZUSENHOFEN (Germany),008014297,1,6.45
OBERKOCHEN (Germany),008029698,2,6.116666666666666
OBERKOTZAU (Germany),008026024,2,4.3
OBERSCHEFFLENZ (Germany),008014152,1,6.183333333333334
OBERMOHR (Germany),008019721,2,6.45
OBERSCHLEISSHEIM (Germany),008020561,2,4.466666666666667
OBERAMMERGAU (Germany),008020532,3,6.1
OBERSTAUFEN (Germany),008002347,1,6.233333333333333
OBERBOIHINGEN (Germany),008029298,1,6.416666666666667
OBERWESEL (Germany),008019034,1,6.083333333333333
VIECHTACH (Germany),008045576,4,8.75
OBERVOGELGESANG (Germany),008006011,1,2.533333333333333
OBERWERRN (Germany),008022469,2,3.5
OBERWEIMAR (Germany),008016422,1,2.183333333333333
OBERWINTER (Germany),008019003,1,6.2
OBERWINDEN (Germany),008014343,1,7.083333333333333
OCHSENFURT (Germany),008022675,2,4.333333333333333
OFFENHAUSEN (Germany),008089928,3,10.85
OCHTRUP (Germany),008021152,1,5.116666666666666
OCHOLT (Germany),008021232,1,4.233333333333333
OCHENBRUCK (Germany),008022343,1,3.3666666666666667
ODERIN (Germany),008004006,0,1.0166666666666666
FRANKFURT(ODER)-NEUBERESINCHEN (Germany),008063161,1,1.1666666666666667
GOLZOW(ODERBRUCH) (Germany),008003277,0,1.1
SCHNEEBERG IM ODENWALD (Germany),008022646,3,5.8
OPPENAU-LOECHERBERG (Germany),008014303,1,6.95
BERLIN-FRIEDRICHSFELDE OST (Germany),008003232,0,Inf
BERGFELDE(B BERLIN) (Germany),008003568,1,Inf
OEDERAN (Germany),008006371,1,3.216666666666667
ROEDERMARK-URBERACH (Germany),008011291,1,4.766666666666667
ROEDERMARK-OBER RODEN (Germany),008011169,1,4.816666666666666
OELDE (Germany),008013610,1,3.3333333333333335
DORTMUND-SOELDE (Germany),008010079,1,4.083333333333333
OELSNITZ(ERZGEB) (Germany),008042963,3,3.683333333333333
OELSNITZ BAHNHOFSTRASSE (Germany),008015167,3,3.7333333333333334
NEUOELSNITZ (Germany),008042962,3,3.8
MITTELOELSNITZ (Germany),008042960,3,3.7666666666666666
WIESA(ERZGEB) (Germany),008087365,2,3.966666666666667
ERLABRUNN(ERZGEB) (Germany),008006670,2,4.7
REICHENSCHWAND (Germany),008022311,1,3.1666666666666665
JAENSCHWALDE OST (Germany),008004055,0,1.7833333333333334
OESTRICH-WINKEL (Germany),008011008,1,5.266666666666667
OESTRINGEN-ODENHEIM (Germany),008042107,1,6.233333333333333
OFFENBACH-WALDHOF (Germany),008069543,2,4.9
EHRINGEN (Germany),008005287,1,3.933333333333333
OEHRINGEN HBF (Germany),008029661,2,5.283333333333333
STAHRINGEN (Germany),008045013,2,8.283333333333333
VOEHRINGEN (Germany),008002239,1,5.966666666666667
OEHRINGEN WEST (Germany),008085221,1,5.483333333333333
OEHRINGEN-CAPPEL (Germany),008085225,1,5.4
OLBERNHAU (Germany),008006402,2,4.566666666666666
OLBERNHAU WEST (Germany),008088178,2,4.533333333333333
OLBERNHAU-GRUENTHAL (Germany),008006404,2,4.65
OLBERSLEBEN-ELLERSLEBEN (Germany),008016674,2,2.716666666666667
OLBERSDORF OBERDORF (Germany),008006966,2,3.8
STERNHAUS-RAMBERG (Germany),008059831,2,3.7
STOLBERG-RATHAUS (Germany),008037156,3,6.366666666666666
STOLBERG(RHEINL)HBF (Germany),008015338,1,5.983333333333333
OLCHING (Germany),008020365,2,4.416666666666667
OLCHING-ESTING (Germany),008020352,2,4.45
UNTERELCHINGEN (Germany),008029713,1,5.883333333333334
OLDENBURG(HOLST) (Germany),008001650,1,3.216666666666667
OLDENBURG-WECHLOY (Germany),008015531,2,4.45
OLDENBURG(OLDB) ZOB (KARLSTRASSE) (Germany),008011964,2,4.616666666666666
OLDENBUETTEL (Germany),008013776,2,4.2
HAMBURG HOLSTENSTRASSE (Germany),008001092,1,2.1
WOLFEGG (Germany),008029202,2,6.616666666666666
WOLFERODE (Germany),008023054,1,1.9166666666666667
OLPE (Germany),008008345,2,6.283333333333333
STOLPEN (Germany),008006071,2,3.216666666666667
SOLPKE (Germany),008024056,1,1.95
OLSBERG (Germany),008008515,1,4.8
OLSBERG-BIGGE (Germany),008008562,1,5.3
OLSBRUECKEN (Germany),008019724,2,6.283333333333333
OPPENAU (Germany),008014301,1,6.783333333333333
OPPENAU-IBACH (Germany),008014302,1,6.9
OPPENWEILER(WUERTT) (Germany),008029580,1,5.216666666666667
ORLAMUENDE (Germany),008016324,1,2.8
ORTRAND (Germany),008004278,1,2.3
EHRANG ORT (Germany),008064721,2,7.85
OSCHATZ (Germany),008006237,1,2.1333333333333333
SANDERSLEBEN(ANH) (Germany),008024173,1,2.1166666666666667
OSNABRUECK HBF (Germany),008021025,0,3.316666666666667
OSNABRUECK ALTSTADT (Germany),008021031,1,3.533333333333333
OSNABRUECK-SUTTHAUSEN (Germany),008084998,1,3.8833333333333333
OSTERBURG (Germany),008024093,1,1.5666666666666667
OSTERBURKEN (Germany),008029743,1,5.833333333333333
WESTERBURG (Germany),008019565,2,6.716666666666667
OSTERSPAI (Germany),008019506,1,6.116666666666666
BERLIN-LICHTERFELDE OST (Germany),008003111,0,Inf
OSTERHOFEN(NBY) (Germany),008026485,1,5.633333333333334
OSTERHOLZ-SCHARMBECK (Germany),008013775,1,3.533333333333333
VIERKIRCHEN-ESTERHOFEN (Germany),008020451,2,4.683333333333334
OSTERWEDDINGEN (Germany),008024144,1,2.15
OSTERSTEDT (Germany),008046177,1,3.466666666666667
OSTBEVERN (Germany),008021019,1,4.2
ZEUTERN OST (Germany),008042105,1,6.166666666666667
KLEINOSTHEIM-RUECKER (Germany),008011181,1,5.033333333333333
TWISTRINGEN (Germany),008021045,1,4.016666666666667
GAERTRINGEN (Germany),008029392,2,6.166666666666667
OSTSEEHEILBAD GRAAL-MUERITZ (Germany),008027072,1,4.083333333333333
OSTRAU (Germany),008006314,1,2.5166666666666666
OTTENHOFEN-BERGEL (Germany),008022516,2,3.9833333333333334
OTTENHOFEN(OBERBAY) (Germany),008020073,2,4.9
OTTERFING (Germany),008020277,2,4.75
OTTENDORF-OKRILLA HP (Germany),008006199,1,2.7333333333333334
OTTENDORF-OKRILLA NORD (Germany),008006200,1,2.8333333333333335
OTTENDORF-OKRILLA SUED (Germany),008006198,1,2.5833333333333335
OTTWEILER(SAAR) (Germany),008025299,1,6.55
ROTTWEIL (Germany),008029411,1,7.083333333333333
ROTTWEIL SALINE (Germany),008080301,2,7.683333333333334
ROTTWEIL NEUFRA (Germany),008029412,2,7.733333333333333
ROTTWEIL GOELLSDORF (Germany),008080300,2,7.65
WUSTWEILER (Germany),008025440,2,6.883333333333334
OBERLINXWEILER (Germany),008025297,2,6.583333333333333
WEILER(REMS) (Germany),008029524,2,5.616666666666666
OVERATH (Germany),008008402,1,5.416666666666667
OWEN(TECK) (Germany),008029290,3,6.716666666666667
PADERBORN HBF (Germany),008010359,1,4.216666666666667
PADERBORN NORD (Germany),008010355,2,4.116666666666666
PADERBORN KASSELER TOR (Germany),008010357,2,4.2
PADERBORN-SCHLOSS NEUHAUS (Germany),008010354,2,4.033333333333333
PAPENDORF (Germany),008027087,1,2.816666666666667
PARCHIM (Germany),008027433,1,1.8333333333333333
PASEWALK (Germany),008028403,0,1.6166666666666667
PASEWALK OST (Germany),008028405,1,1.7333333333333334
PASSAU-NEUSTIFT (Germany),008026510,1,6.1
PEGAU (Germany),008023603,1,1.7
PEINE (Germany),008013253,1,2.2333333333333334
PEINE-VOEHRUM (Germany),008013256,1,2.3333333333333335
PEISS (Germany),008020245,2,5.183333333333334
PEISSEN (Germany),008023389,1,1.4666666666666666
PEITZ OST (Germany),008004057,0,1.6666666666666667
PEITING OST (Germany),008002199,1,5.55
PEITING NORD (Germany),008002198,1,5.6
PENZBERG (Germany),008020315,2,5.183333333333334
PINZBERG (Germany),008022143,2,3.9833333333333334
PERLEBERG (Germany),008027183,0,1.1833333333333333
PERL (Germany),008025196,2,8.383333333333333
BERLIN-SCHOENEBERG (Germany),008003014,0,Inf
PETERSHAGEN-LAHDE (Germany),008013718,1,3.2
PETERSHAIN (Germany),008091354,2,3.183333333333333
PETERSRODA (Germany),008023171,1,1.1
PETERSAURACH (Germany),008022723,2,3.9833333333333334
PETERSTAL BAD (Germany),008014304,1,7.016666666666667
PFAFFENHOFEN(ILM) (Germany),008020447,1,4.033333333333333
PFAFFENHAUSEN (Germany),008002223,3,5.866666666666666
PFAFFENHAUSEN-WEILB. (Germany),008002224,2,5.95
PFARRKIRCHEN (Germany),008026390,2,6.266666666666667
PFORZHEIM HBF (Germany),008029501,1,5.716666666666667
PFORZHEIM MAIHAELDEN (Germany),008069524,2,6.166666666666667
PFORZHEIM-WEISSENSTEIN (Germany),008029466,2,6.283333333333333
PFREIMD (Germany),008026170,2,5.016666666666667
PFRONTEN-RIED (Germany),008002324,2,6.65
PFRONTEN-STEINACH (Germany),008002325,2,6.716666666666667
PFRONTEN-WEISSBACH (Germany),008002323,2,6.616666666666666
STRULLENDORF (Germany),008022100,1,3.2
PFUNGSTADT (Germany),008010883,2,5.05
MAGSTADT (Germany),008029453,2,6.533333333333333
WIESBADEN-IGSTADT (Germany),008011023,2,4.983333333333333
PHILIPPSBURG(BADEN) (Germany),008014088,1,5.783333333333333
PHILIPPSHEIM (Germany),008025158,1,7.266666666666667
PINNEBERG (Germany),008001284,1,2.4166666666666665
SONNEBERG(THUER)HBF (Germany),008016243,1,2.8
SONNEBERG(THUER)NORD (Germany),008016360,1,4.416666666666667
SONNEBERG(THUER)OST (Germany),008016244,1,4.366666666666666
SONNEBERG(THUER)WEST (Germany),008016240,1,4.433333333333334
WONNEBERG-WEIBHAUSEN (Germany),008020124,2,5.716666666666667
PIRMASENS HBF (Germany),008019775,2,6.6
PIRMASENS NORD (Germany),008019728,2,6.45
PIRNA (Germany),008056630,1,2.45
PIRK (Germany),008006722,2,4.066666666666666
PIRNA-COPITZ (Germany),008006073,2,2.816666666666667
PIRNA-COPITZ NORD (Germany),008065537,2,2.85
PORSCHDORF(PIRNA) (Germany),008006056,1,4.75
POTSDAM PIRSCHHEIDE (Germany),008003475,1,1.2
MASSEN (Germany),008010075,2,4.216666666666667
MUEHLBACH(PIRNA) (Germany),008006034,1,2.65
RATHMANNSDORF(KR PIRNA) (Germany),008006055,1,3.95
PLATTLING (Germany),008026417,1,5.3
PLATTLING-PANKOFEN (Germany),008026449,2,5.533333333333333
BERLIN POTSDAMER PLATZ (S) (Germany),008003058,0,Inf
BERLIN INNSBRUCKER PLATZ (Germany),008033466,0,Inf
PLAUE(THUER) (Germany),008016185,1,2.316666666666667
PLAUEN (Germany),008031734,1,3.533333333333333
PLAUEN(VOGTL) OB BF (Germany),008006712,1,3.533333333333333
FLOEHA-PLAUE (Germany),008087368,2,3.183333333333333
PLAUEN(VOGTL) MITTE (Germany),008017910,2,3.533333333333333
PLAUEN(VOGTL)-STRASSBERG (Germany),008072179,2,3.9166666666666665
"REUTH(B PLAUEN,VOGTL) (Germany)",008006716,3,4.316666666666666
PLANEGG (Germany),008020329,2,4.6
STEINPLEIS (Germany),008006698,2,2.9166666666666665
OTZBERG LENGFELD (Germany),008011361,1,5.35
POCKING (Germany),008026518,1,6.75
ICKING (Germany),008020510,2,4.566666666666666
WAHLHEIM (Germany),008044100,2,6.316666666666666
MUEHLHEIM(B TUTTLINGEN) (Germany),008029261,1,7.516666666666667
PULHEIM (Germany),008015319,1,5.1
PORTA WESTFALICA (Germany),008013583,1,3.033333333333333
POESSNECK (Germany),008002758,1,3.1666666666666665
POESSNECK OB BF (Germany),008016400,1,3.1666666666666665
POESSNECK UNT BF (Germany),008016406,1,3.1666666666666665
RIENECK (Germany),008022599,1,4.633333333333334
POTSDAM HBF (S) (Germany),008085783,0,Inf
POTSDAM HBF (Germany),008003479,0,Inf
POTSDAM GRIEBNITZSEE (S) (Germany),008085765,0,Inf
POTSDAM-GOLM (Germany),008003512,1,1.4833333333333334
POTSDAM CHARLOTTENHOF (Germany),008003480,0,1.2666666666666666
POTSDAM GRIEBNITZSEE (Germany),008003477,0,Inf
POTSDAM-MARQUARDT (Germany),008003518,1,Inf
POTSDAM PARK SANSSOUCI (Germany),008003481,0,Inf
PREETZ (Germany),008001372,1,3.8
PRETZIER(ALTM) (Germany),008024583,1,1.9166666666666667
PRENZLAU (Germany),008028332,0,1.2833333333333334
PREMNITZ NORD (Germany),008024281,1,1.3166666666666667
PREMNITZ ZENTRUM (Germany),008024282,1,1.35
BERLIN PRENZLAUER ALLEE (Germany),008003347,0,Inf
PRESSATH (Germany),008026140,2,4.383333333333334
SCHWARZENBACH(B PRESSATH) (Germany),008026139,2,4.466666666666667
PRESSIG-ROTHENKIRCHEN (Germany),008022027,1,3.5166666666666666
PRESSIG-FOERTSCHEND. (Germany),008022026,1,3.683333333333333
PUSCHENDORF (Germany),008022497,1,3.75
DODENDORF (Germany),008024143,1,2.1
PRITZWALK (Germany),008027153,0,1.8833333333333333
PRITZWALK WEST (Germany),008089264,1,2.783333333333333
PRITZIER (Germany),008027332,1,2.283333333333333
FALKENHAGEN GEWERBEPARK PRIGNITZ (Germany),008088034,1,1.9333333333333333
PRIESTEWITZ (Germany),008006228,1,2.5166666666666666
SAULHEIM (Germany),008019272,2,5.733333333333333
PULLACH (Germany),008020505,2,4.283333333333333
PULSNITZ (Germany),008006189,1,2.466666666666667
PULSNITZ SUED (Germany),008020088,1,2.433333333333333
PUTBUS (Germany),008048535,2,3.95
PUTZKAU (Germany),008006132,1,3.05
PUTTGARDEN (Germany),008001669,1,3.6333333333333333
QUEDLINBURG (Germany),008024158,1,3.183333333333333
QUEDLINBURG-QUARMBECK (Germany),008024442,2,3.2333333333333334
BERLIN-CHARLOTTENBURG (Germany),008003034,0,Inf
QUICKBORN (Germany),008040410,2,2.65
QUICKBORN SUED (Germany),008040426,2,2.6333333333333333
QUINT (Germany),008025141,2,7.8
HAMBURG-NEUGRABEN (Germany),008001186,2,2.35
TRABEN-TRARBACH (Germany),008025118,2,8.266666666666667
RADEBERG (Germany),008006193,1,2.95
RADEBEUL-WEINTRAUBE (Germany),008006223,2,3.066666666666667
RADEBEUL-WEISSES ROSS (Germany),008006901,2,2.65
RADOLFZELL (Germany),008014571,1,7.983333333333333
WASSERBURG(BODENSEE) (Germany),008002374,1,7.183333333333334
RAGUHN (Germany),008023165,1,1.2666666666666666
JAEVENITZ (Germany),008024058,1,2.15
NOEBDENITZ (Germany),008006737,1,3.033333333333333
ZEHDENICK(MARK) (Germany),008028055,0,1.0333333333333334
ZEHDENICK-NEUHOF (Germany),008028057,0,1.1
MARIA RAIN (Germany),008002320,2,6.45
RAINDORF (Germany),008022487,1,3.55
RAINAU-SCHWABSBERG (Germany),008029695,2,5.066666666666666
RAMSTEIN (Germany),008019729,2,6.3
KROELPA-RANIS (Germany),008016401,1,3.216666666666667
RASTATT (Germany),008014245,1,5.716666666666667
RASTOW (Germany),008027350,0,1.5333333333333334
RASTEDE (Germany),008021213,1,4.166666666666667
CHEMNITZ ROSENBERGSTRASSE (Germany),008022263,2,3.45
RATHENOW (Germany),008024069,0,1.6666666666666667
DUESSELDORF-RATH MITTE (Germany),008008111,1,4.8
LINKENHEIM RATHAUS (Germany),008040620,2,6.5
WOERTH(RHEIN) RATHAUS (Germany),008093253,2,5.833333333333333
REGIS-BREITINGEN (Germany),008023561,2,2.1166666666666667
KRATZEBURG (Germany),008028084,0,1.4333333333333333
FRAUENALB-SCHIELBERG (Germany),008040616,2,6.116666666666666
GRUENBERG(OBERHESS) (Germany),008011638,1,5.1
RAUNHEIM (Germany),008011207,2,4.683333333333334
RAUN (Germany),008006728,2,4.616666666666666
REINHEIM(ODENW) (Germany),008011360,1,5.183333333333334
RECHENBERG SCHULE (Germany),008030475,2,4.616666666666666
REICHENBERG(UNTERFR) (Germany),008090289,2,4.516666666666667
REMSCHEID-LUETTRINGHAUSEN (Germany),008008450,1,4.683333333333334
HAMBURG REEPERBAHN (Germany),008001052,2,2.0166666666666666
REGEN (Germany),008026465,2,6.233333333333333
REGENSTAUF (Germany),008026278,1,4.883333333333334
REGENSBURG-PRUEFENING (Germany),008026309,2,4.65
REGENSBURG BAHNHOFSTRASSE (FERNBUSHALT) (Germany),008017672,2,7.133333333333334
BREITUNGEN(WERRA) (Germany),008016132,1,3.25
REHAU (Germany),008026039,2,4.416666666666667
REHNA (Germany),008058195,1,2.8666666666666667
REHFELDE (Germany),008003267,0,Inf
REHWEILER (Germany),008019732,2,6.633333333333334
REHLINGEN-S.-FREMERS (Germany),008025348,2,7.35
POTSDAM-REHBRUECKE (Germany),008003501,0,Inf
HETSCHBURG (Germany),008016027,2,2.35
BREHNA (Germany),008023150,1,1.1
MOCKREHNA (Germany),008023403,1,2.066666666666667
WALDDREHNA (Germany),008004353,0,1.4
REICHELSHEIM(WETT) (Germany),008011399,2,5.266666666666667
REICHELSHEIM(WET)BEI (Germany),008011386,2,5.016666666666667
REICHELSHEIM(WET)WEC (Germany),008011400,2,5.216666666666667
REICHELSDORFER KELLER (Germany),008022373,1,3.3
REICHENBACH(FILS) (Germany),008029061,1,6.133333333333334
"REICHENBACH KURPARK, WALDBRONN (Germany)",008011731,2,6.116666666666666
REINSBUETTEL (Germany),008046162,1,4.316666666666666
RHEINFELDEN(BADEN) (Germany),008014462,1,7.183333333333334
STEINHEIM(WESTF) (Germany),008013452,1,3.6333333333333333
REMSHALDEN-GRUNBACH (Germany),008029521,2,6.066666666666666
SCHEIDT(SAAR) (Germany),008025466,2,6.633333333333334
ROTTENBURG(NECKAR) (Germany),008029322,1,6.916666666666667
RENCHEN (Germany),008014288,1,6.033333333333333
RENDSBURG (Germany),008001410,1,3.3833333333333333
HAMBURG WANDSBEKER CHAUSSEE (Germany),008001123,2,2.0166666666666666
HAMBURG-WANDSBEK (Germany),008001626,1,2.1333333333333333
THOMASBURG-BAVENDORF (Germany),008001151,1,2.966666666666667
RENNINGEN SUED (Germany),008091764,2,6.483333333333333
SCHWENNINGEN(BAY) (Germany),008002074,1,4.533333333333333
RETHEN(LEINE) (Germany),008013502,1,2.9833333333333334
REUTLINGEN HBF (Germany),008029309,1,6.483333333333333
REUTLINGEN WEST (Germany),008029311,2,6.666666666666667
REUTLINGEN-SONDELFINGEN (Germany),008029307,2,6.716666666666667
RHEDA-WIEDENBRUECK (Germany),008013608,1,3.2333333333333334
RHEINBROHL (Germany),008019486,1,6.75
RHEINE (Germany),008021067,0,3.75
RHENS (Germany),008019027,1,6.316666666666666
RHEINBACH (Germany),008015453,2,5.783333333333333
RHEINHAUSEN (Germany),008015111,1,4.566666666666666
RHEINE-MESUM (Germany),008021064,1,4.416666666666667
RHEINBACH ROEMERKANAL (Germany),008098905,2,5.816666666666666
RHEINBERG(RHEINL) (Germany),008015098,1,5.1
RHEINZABERN BF (Germany),008019101,1,5.75
RHEINZABERN ALTE ROEMERSTRASSE (Germany),008092081,1,5.866666666666666
RHEINZABERN RAPPENGASSE (Germany),008092080,2,6.083333333333333
RIBNITZ-DAMGARTEN WEST (Germany),008027064,1,3.5
RIBNITZ-DAMGARTEN OST (Germany),008027063,1,3.2333333333333334
REHLINGEN-S.-NIEDAL. (Germany),008025342,2,7.25
RIEDSTADT-GODDELAU (Germany),008011246,1,4.933333333333334
SCHOENECK FERIENPARK (Germany),008061607,2,4.666666666666667
SCHOENECK(VOGTL) FERIENPARK (Germany),008059039,2,4.666666666666667
RIESA (Germany),008006233,1,2.05
ROSTOCK-MARIENEHE (Germany),008027094,1,2.8833333333333333
RIESTE (Germany),008021627,1,3.95
RIESEBY (Germany),008001394,2,4.25
RIESTEDT (Germany),008043475,1,2.15
RIESBUERG-PFLAUMLOCH (Germany),008029560,1,5.15
RIETHEIM(WUERTT) (Germany),008029425,2,7.6
RIETHEIM-WEILHEIM BAHNHOF (Germany),008080304,2,7.566666666666666
RINTELN (Germany),008013435,1,3.2666666666666666
BANTELN (Germany),008013066,1,2.7333333333333334
RINNTHAL (Germany),008019737,2,6.416666666666667
RINGSHEIM (Germany),008014325,1,6.666666666666667
RINKERODE (Germany),008021056,1,4.133333333333334
LIMMRITZ(SACHS) (Germany),008006318,1,2.683333333333333
ROCKENHAUSEN (Germany),008019261,2,5.766666666666667
RODALBEN (Germany),008019738,2,6.683333333333334
MUENCHWEILER(RODALB) (Germany),008019719,2,6.783333333333333
RODLEBEN (Germany),008023717,1,1.35
RODENKIRCHEN(OLDB) (Germany),008013845,2,4.4
ROEDENTAL (Germany),008022822,1,2.566666666666667
ROEDENTAL MITTE (Germany),008085075,1,2.6166666666666667
ROENTGENTAL (Germany),008003330,0,Inf
SUEDERDEICH (Germany),008046163,1,4.283333333333333
RODEWISCH (Germany),008059023,2,4.083333333333333
RODGAU-NIEDER RODEN (Germany),008011168,2,5.133333333333334
RODGAU-ROLLWALD (Germany),008011060,2,5.166666666666667
RODGAU-DUDENHOFEN (Germany),008011167,2,5.083333333333333
RODGAU-HAINHAUSEN (Germany),008011165,2,5.016666666666667
RODGAU-WEISKIRCHEN (Germany),008011164,2,4.983333333333333
RODING (Germany),008026247,2,5.3
ZELL-ROMROD (Germany),008005612,1,4.566666666666666
ROSSBACH(PFALZ) (Germany),008019740,2,6.433333333333334
ROSENDAHL-HOLTWICK (Germany),008021121,1,5.533333333333333
ROESRATH (Germany),008008489,1,5.166666666666667
ROESRATH-HOFFNUNGST. (Germany),008008488,1,5.25
ROESRATH-STUEMPEN (Germany),008015414,1,5.116666666666666
GRAFRATH (Germany),008020357,2,4.716666666666667
DUCKTERATH (Germany),008015643,1,5.183333333333334
ANRATH (Germany),008015118,1,5.116666666666666
WIEBELSKIRCHEN (Germany),008025300,2,6.733333333333333
BARLEBEN (Germany),008024042,1,2.4166666666666665
BERLIN MEHROWER ALLEE (Germany),008003243,0,Inf
RENTWEINSDORF (Germany),008022078,1,3.183333333333333
ROSTOCK-BRAMOW (Germany),008027093,1,2.85
ROSTOCK HOLBEINPLATZ (Germany),008027102,1,2.816666666666667
ROSTOCK-LUETTEN KLEIN (Germany),008027100,1,2.95
ROSTOCK PARKSTRASSE (Germany),008027092,1,2.783333333333333
ROSTOCK-KASSEBOHM (Germany),008027075,1,3.566666666666667
ROTENBURG(WUEMME) (Germany),008001239,1,2.8833333333333333
ROTH (Germany),008022379,1,3.1666666666666665
EMMERTHAL (Germany),008013444,1,3.2333333333333334
WARTHAUSEN (Germany),008029125,1,6.05
ROETHENBACH-SEESPITZE (Germany),008022591,1,3.283333333333333
ROTHENBURG/ROTHENBUE (Germany),008026008,2,4.3
GAMBURG(TAUBER) (Germany),008029770,3,5.883333333333334
ROTHENSTEIN(SAALE) (Germany),008016322,1,2.75
ROTTENBACH (Germany),008016288,1,2.8333333333333335
ROTT(INN) (Germany),008020185,2,5.583333333333333
OERTZENHOF (Germany),008028416,1,1.9833333333333334
RUHLAND (Germany),008004275,1,2.1166666666666667
RUHLSDORF-ZERPENSCHLEUSE (Germany),008003605,1,Inf
RUHSTORF (Germany),008026517,1,6.7
RUHPOLDING (Germany),008020121,2,5.933333333333334
WETTER(RUHR) (Germany),008008067,1,4.316666666666666
WICKEDE(RUHR) (Germany),008008203,1,4.233333333333333
UBSTADT UHLANDSTR. (Germany),008011746,1,6.016666666666667
SOHLAND (Germany),008006127,1,3.3666666666666667
RUNKEL (Germany),008011449,1,5.833333333333333
UNKEL (Germany),008019480,1,5.816666666666666
RUESSELSHEIM OPELWERK (Germany),008011209,2,4.783333333333333
MERTESHEIM (Germany),008019362,2,5.95
WERTHER (Germany),008016451,1,3.25
ALBERSDORF (Germany),008046166,1,3.8333333333333335
BALBERSDORF (Germany),008026252,2,6.383333333333334
SCHWARZENBACH(SAALE) (Germany),008026025,1,4.266666666666667
KAULSDORF(SAALE) (Germany),008016336,1,3.45
SAARBRUECKEN HBF (Germany),008025391,1,6.5
SAARBRUECKEN OST (Germany),008025468,2,6.716666666666667
SAARBRUECKEN-BURBACH (Germany),008025385,2,6.85
SAARBRUECKEN-BURBACH IT-PARK (Germany),008091874,2,6.866666666666666
SAARBURG(BZ TRIER) (Germany),008025356,1,7.433333333333334
SAARMUND (Germany),008003471,1,1.1666666666666667
SAARHOELZBACH (Germany),008025353,2,7.633333333333334
SAARLOUIS HBF (Germany),008025361,1,6.883333333333334
SEBNITZ (SACHSEN) (Germany),008006062,1,3.85
SALZGITTER (Germany),008033859,1,2.0833333333333335
SALZGITTER-BAD (Germany),008013311,1,2.0833333333333335
SALZGITTER-THIEDE (Germany),008013883,1,2.1333333333333333
SALZGITTER-IMMENDORF (Germany),008013886,1,2.25
SALZGITTER-LEBENSTEDT (Germany),008013896,1,2.3833333333333333
SALZGITTER-WATENSTEDT (Germany),008013889,1,2.3
SALZKOTTEN (Germany),008010362,1,4.466666666666667
SALZKOTTEN-SCHARMEDE (Germany),008010361,1,4.433333333333334
SALZWEDEL (Germany),008024585,1,1.7833333333333334
SALZBERGEN (Germany),008021071,1,3.933333333333333
SANDE (Germany),008021219,1,4.6
DUEREN-LENDERSDORF (Germany),008088414,2,5.816666666666666
SANGERHAUSEN (Germany),008016482,1,2.15
SEERHAUSEN (Germany),008006312,1,2.3833333333333333
SILBERHAUSEN (Germany),008016589,1,3.1333333333333333
GERHAUSEN (Germany),008029232,1,6.1
SANKT WENDEL (Germany),008025296,1,6.666666666666667
ST GOAR (Germany),008019033,1,6.316666666666666
ST GOARSHAUSEN (Germany),008019509,1,5.85
SCHIERSTEDT (Germany),008024179,1,2.533333333333333
ILBERSTEDT (Germany),008024182,1,2.2666666666666666
LUEBBERSTEDT (Germany),008013777,2,4.283333333333333
SASSENBURG-TRIANGEL (Germany),008013172,1,2.2333333333333334
SASSENROTH (Germany),008088434,2,6.2
SENFTENBERG (Germany),008004223,0,1.8666666666666667
